claim,image_id,claim_url,image_url,veracity,label
A photograph shows a flyer from the Elementary Teachers' Federation of Ontario for a 'LGGBDTTTIQQAAPP' inclusiveness training session.,dataset/fauxtography/both/snopes169lggbdtttiqqaapp-lgbt-inclusiveness-training-flyer.jpg,https://www.snopes.com/fact-check/lggbdtttiqqaapp-lgbt-inclusiveness-training-flyer/,"https://www.snopes.com/tachyon/2017/11/LGGBDTTTIQQAAPP.jpg?resize=600,800",True,True
Photographs show a small child forced to put down his dog with a handgun.,dataset/fauxtography/both/snopes170child-shooting-dog-photos.jpg,https://www.snopes.com/fact-check/child-shooting-dog-photos/,"https://www.snopes.com/tachyon/2017/11/childgun.jpg?resize=469,659",False,False
A photograph shows Ryan Zinke posing with a dead elephant.,dataset/fauxtography/both/snopes171ryan-zinke-dead-elephant.jpg,https://www.snopes.com/fact-check/ryan-zinke-dead-elephant/,"https://www.snopes.com/tachyon/2017/11/ryan-zinke-maybe.png?resize=600,420",False,False
A photograph showing President Obama with a man sleeping on the subway is genuine.,dataset/fauxtography/both/snopes172obama-sleeping-man-subway.jpg,https://www.snopes.com/fact-check/obama-sleeping-man-subway/,"https://www.snopes.com/tachyon/2017/11/average-rob.jpg?resize=600,498",False,False
Image depicts Texas church shooting suspect Devin Patrick Kelley at a Bernie Sanders rally.,dataset/fauxtography/both/snopes173image-depict-texas-church-shooter-bernie-sanders-rally.jpg,https://www.snopes.com/fact-check/image-depict-texas-church-shooter-bernie-sanders-rally/,"https://www.snopes.com/tachyon/2017/11/giacomo-calabrese-look-familiar-its-the-texas-church-shooter.jpg?resize=612,496",False,False
A photograph shows a group of deported U.S. veterans in the Mexican border city of Ciudad Juárez.,dataset/fauxtography/both/snopes174deported-veterans-photo.jpg,https://www.snopes.com/fact-check/deported-veterans-photo/,"https://www.snopes.com/tachyon/2017/11/deported-veterans.jpg?resize=600,566",True,True
A photograph shows André the Giant holding a 12-oz. can of beer.,dataset/fauxtography/both/snopes175andre-giant-holding-beer-can.jpg,https://www.snopes.com/fact-check/andre-giant-holding-beer-can/,"https://www.snopes.com/tachyon/2017/11/andre-the-giant.jpg?resize=600,473",True,True
A New Jersey man named Michael Lombardi killed a hibernating bear.,dataset/fauxtography/both/snopes176did-michael-lombardi-kill-a-hibernating-bear-in-new-jersey.jpg,https://www.snopes.com/fact-check/did-michael-lombardi-kill-a-hibernating-bear-in-new-jersey/,"https://www.snopes.com/tachyon/2017/11/fb-page-screenshot.jpg?resize=600,1114",False,False
"A picture shows Vice President Joe Biden groping Stephanie Carter, wife of former defense secretary Ash Carter, during a government ceremony.",dataset/fauxtography/both/snopes177joe-biden-grope-photograph.jpg,https://www.snopes.com/fact-check/joe-biden-grope-photograph/,"https://www.snopes.com/tachyon/2017/10/biden-grope.jpg?resize=600,728",False,False
An unflattering photograph of President Trump is real.,dataset/fauxtography/both/snopes178trump-unflattering-image.jpg,https://www.snopes.com/fact-check/trump-unflattering-image/,"https://www.snopes.com/tachyon/2017/10/vic-berger-trump.jpg?resize=600,450",False,False
Photographs show a 2011 NFL Veterans Day tribute that ESPN omitted from their pre-game coverage.,dataset/fauxtography/both/snopes179veterans-day-tribute.jpg,https://www.snopes.com/fact-check/veterans-day-tribute/,"https://www.snopes.com/tachyon/2013/11/lambeau2.jpg?resize=604,461",True,True
A photograph shows insects embedded in a dog's mouth.,dataset/fauxtography/both/snopes180ladybugs-beetles-dog-mouth.jpg,https://www.snopes.com/fact-check/ladybugs-beetles-dog-mouth/,"https://www.snopes.com/tachyon/2015/11/disgusting.jpg?resize=528,960",True,True
A photograph shows an owl experiencing an orgasm.,dataset/fauxtography/both/snopes181is-this-owl-having-an-orgasm.jpg,https://www.snopes.com/fact-check/is-this-owl-having-an-orgasm/,"https://www.snopes.com/tachyon/2017/10/owl-orgasm.jpg?resize=600,619",False,False
An image shows Jimi Hendrix covered in tattoos while riding a dune buggy.,dataset/fauxtography/both/snopes182did-a-tattooed-jimi-hendrix-ride-a-dune-buggy.jpg,https://www.snopes.com/fact-check/did-a-tattooed-jimi-hendrix-ride-a-dune-buggy/,"https://www.snopes.com/tachyon/2017/10/hendrix.jpg?resize=600,714",False,False
A photograph shows Sarah Huckabee Sanders wearing KKK robes for Halloween in 1993.,dataset/fauxtography/both/snopes183sarah-huckabee-sanders-kkk-robe-halloween.jpg,https://www.snopes.com/fact-check/sarah-huckabee-sanders-kkk-robe-halloween/,"https://www.snopes.com/tachyon/2017/10/22687658_1969037260032795_622066198185473843_n.jpg?resize=300,395",False,False
"Images show a baby half-human, half-lion hybrid that was found in Indonesia.",dataset/fauxtography/both/snopes184half-human-half-lion-hybrid-creature-indonesia.jpg,https://www.snopes.com/fact-check/half-human-half-lion-hybrid-creature-indonesia/,"https://www.snopes.com/tachyon/2017/10/hybrid-collage.jpg?resize=600,198",False,False
An image shows a lawmaker's underwear as she leans over a desk.,dataset/fauxtography/both/snopes185lawmakers-thong-shows-during-swearing-in.jpg,https://www.snopes.com/fact-check/lawmakers-thong-shows-during-swearing-in/,"https://www.snopes.com/tachyon/2017/10/not-melania-trump.jpg?resize=600,400",False,False
"Grisly photograph shows the Buckley family, whose children beheaded their mother with an axe on Halloween.",dataset/fauxtography/both/snopes186behead-of-the-family.jpg,https://www.snopes.com/fact-check/behead-of-the-family/,"https://www.snopes.com/tachyon/2014/10/buckleybehead.jpg?resize=540,481",False,False
An image shows President Trump getting a spray tan in the oval office.,dataset/fauxtography/both/snopes187trump-spray-tan-oval-office.jpg,https://www.snopes.com/fact-check/trump-spray-tan-oval-office/,"https://www.snopes.com/tachyon/2017/10/trump-tweet-1.jpg?resize=600,733",False,False
A photograph shows a coyote being given a bath after it was mistaken by a dog by an Ohio family in October 2017.,dataset/fauxtography/both/snopes188coyote-given-bath-mistaken-dog.jpg,https://www.snopes.com/fact-check/coyote-given-bath-mistaken-dog/,"https://www.snopes.com/tachyon/2017/10/coyote-dog.jpg?resize=600,691",False,False
"""Nightmare on Elm Street"" character Freddy Krueger was based on a real life serial murderer.",dataset/fauxtography/both/snopes189was-freddy-krueger-real.jpg,https://www.snopes.com/fact-check/was-freddy-krueger-real/,"https://www.snopes.com/tachyon/2017/10/5__Lamaur_Foster_-_DID_YOU_KNOW_____The_Freddy_Kruger_character_was____.jpg?resize=600,891",False,False
Divers uncovered the submerged city of Heracleion in October 2017.,dataset/fauxtography/both/snopes190lost-city-of-thonis-heracleion-repurposed-clickbait.jpg,https://www.snopes.com/fact-check/lost-city-of-thonis-heracleion-repurposed-clickbait/,"https://www.snopes.com/tachyon/2017/10/diver_exploring_underwater_fb.jpg?resize=865,452",False,False
A photograph shows a woman who was killed by a frozen shaft of urine that fell from a plane.,dataset/fauxtography/both/snopes191was-a-woman-killed-frozen-urine.jpg,https://www.snopes.com/fact-check/was-a-woman-killed-frozen-urine/,"https://www.snopes.com/tachyon/2017/10/frozen-shaft-of-urine.jpg?resize=600,634",False,False
"Image depicts ""attitude adjustment"" and ""smile therapy"" forced upon American housewives in the 1930s institutionalized for ""not taking care of themselves"" and acting ""depressed.""",dataset/fauxtography/both/snopes1921930s-housewife-smile-therapy.jpg,https://www.snopes.com/fact-check/1930s-housewife-smile-therapy/,"https://www.snopes.com/tachyon/2017/10/1930s-woman-smile-pictures-in-history.jpg?resize=600,683",False,False
"A photograph shows a foot after ""Cinderella Surgery.""",dataset/fauxtography/both/snopes193does-cinderella-surgery-modifies-feet-to-resemble-high-heels.jpg,https://www.snopes.com/fact-check/does-cinderella-surgery-modifies-feet-to-resemble-high-heels/,"https://www.snopes.com/tachyon/2017/10/maxresdefault.jpg?resize=600,338",False,False
"A newspaper photograph shows a pregnant, cigarette-smoking woman worrying about the effect of construction noise on her unborn child.",dataset/fauxtography/both/snopes194pregnant-pause-2.jpg,https://www.snopes.com/fact-check/pregnant-pause-2/,https://www.snopes.com/tachyon/2013/06/pregnant.jpg,True,True
"A photograph shows Green Bay Packers quarterback Aaron Rodgers holding a ""Stand for the flag, Kneel for the cross"" shirt.",dataset/fauxtography/both/snopes195aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt.jpg,https://www.snopes.com/fact-check/aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt/,"https://www.snopes.com/tachyon/2017/09/aaron-rodgers.jpg?resize=600,597",False,False
"A photograph shows a protester holding a ""No mother should have to fear for her son's life every time he robs a store"" sign in front of a fire station in Ferguson, Missouri.",dataset/fauxtography/both/snopes196signs-of-a-protest.jpg,https://www.snopes.com/fact-check/signs-of-a-protest/,https://www.snopes.com/tachyon/images/graphics/news/fergusontwitter.jpg,False,False
"Prior to condemning flag burning in November 2016, Donald Trump endorsed the act in February 2011.",dataset/fauxtography/both/snopes197trumps-flip-flop-on-flag-burning.jpg,https://www.snopes.com/fact-check/trumps-flip-flop-on-flag-burning/,"https://www.snopes.com/tachyon/2016/11/trumpflag.jpg?resize=608,308",False,False
A photograph shows a 30-foot wave from Hurricane Jose hitting Jennette's Pier in North Carolina.,dataset/fauxtography/both/snopes198hurricane-jose-30-foot-waves-jennettes-pier.jpg,https://www.snopes.com/fact-check/hurricane-jose-30-foot-waves-jennettes-pier/,"https://www.snopes.com/tachyon/2017/09/hurricane-jose.jpg?resize=578,534",False,False
"A photograph shows a boulder containing remarkably well-preserved, larger-than-human seahorse fossil.",dataset/fauxtography/both/snopes199giant-fossil-seahorse.jpg,https://www.snopes.com/fact-check/giant-fossil-seahorse/,"https://www.snopes.com/tachyon/2017/09/Screen-Shot-2017-09-15-at-11.30.50-AM.png?resize=600,1175",False,False
A crude sketch of a phallus could be seen on the inside of a log during an episode of Maya the Bee.,dataset/fauxtography/both/snopes200maya-bee-scene.jpg,https://www.snopes.com/fact-check/maya-bee-scene/,"https://www.snopes.com/tachyon/2017/09/maya-the-bee.jpg?resize=600,498",True,True
"The makers of a television commercial for a car company were so ""freaked out"" by an apparent ""ghostly"" apparition in the raw footage that the ad was never released.",dataset/fauxtography/both/snopes201ghost-car-commercial.jpg,https://www.snopes.com/fact-check/ghost-car-commercial/,"https://www.snopes.com/tachyon/2017/09/ghost_car_commercial_fb.jpg?resize=865,452",False,False
A photograph shows actors Heath Ledger and Cillian Murphy posing together.,dataset/fauxtography/both/snopes202heath-ledger-cyrian-murphy-photograph-real.jpg,https://www.snopes.com/fact-check/heath-ledger-cyrian-murphy-photograph-real/,"https://www.snopes.com/tachyon/2017/09/twitter-pic.jpg?resize=600,742",False,False
A criminology textbook used an image of Brock Turner to illustrate an entry on rape.,dataset/fauxtography/both/snopes203textbook-brock-turner-criminology-example.jpg,https://www.snopes.com/fact-check/textbook-brock-turner-criminology-example/,"https://www.snopes.com/tachyon/2017/09/brock-turner-rape.jpg?resize=600,800",True,True
An animated GIF shows a wind-blown stop sign hitting a weather reporter.,dataset/fauxtography/both/snopes204weather-reporter-holly-ellenbogen-hit-by-a-stop-sign-during-storm.jpg,https://www.snopes.com/fact-check/weather-reporter-holly-ellenbogen-hit-by-a-stop-sign-during-storm/,"https://www.snopes.com/tachyon/2017/09/Here-is-Holly-with-the-weather-Imgur.gif?resize=500,222",False,False
"A photograph captures wildlife fleeing a fire in Bitterroot Forest, Montana.",dataset/fauxtography/both/snopes205bitterroot-forest-fire.jpg,https://www.snopes.com/fact-check/bitterroot-forest-fire/,https://www.snopes.com/tachyon/2014/09/deerfire.jpg,True,True
The National Oceanic and Atmospheric Administration reported that Hurricane Florence had airlifted several sharks.,dataset/fauxtography/both/snopes206hurricane-now-contains-sharks.jpg,https://www.snopes.com/fact-check/hurricane-now-contains-sharks/,"https://www.snopes.com/tachyon/2017/09/hurricane-irma.jpg?resize=600,338",False,False
"An 81-year-old man named Arthur Hickenlooper competed on the show ""American Ninja Warrior.""",dataset/fauxtography/both/snopes207arthur-hickenlooper-81-american-ninjaj-warrior.jpg,https://www.snopes.com/fact-check/arthur-hickenlooper-81-american-ninjaj-warrior/,"https://www.snopes.com/tachyon/2017/09/arthur_hickenlooper_american_ninja_warrior_feature.jpg?resize=1200,630&quality=65",False,False
CNN published a story about pastor Joel Osteen that mistakenly featured an image of actor Tim Allen.,dataset/fauxtography/both/snopes208cnn-mistake-tim-allen-joel-osteen.jpg,https://www.snopes.com/fact-check/cnn-mistake-tim-allen-joel-osteen/,"https://www.snopes.com/tachyon/2017/09/tim-allen-cnn.jpg?resize=600,751",False,False
"A photograph shows an ""inflatable dam"" holding back the flood waters surrounding a Texas home.",dataset/fauxtography/both/snopes209texas-house-saved-inflatable-dam.jpg,https://www.snopes.com/fact-check/texas-house-saved-inflatable-dam/,"https://www.snopes.com/tachyon/2017/08/inflatable-dam.jpg?resize=600,397",True,True
A Navy Destroyer crashed into a building in downtown Houston after Hurricane Harvey flooded the city in August 2017.,dataset/fauxtography/both/snopes210navy-destroyer-collides-building-downtown-houston.jpg,https://www.snopes.com/fact-check/navy-destroyer-collides-building-downtown-houston/,"https://www.snopes.com/tachyon/2017/08/navy-destroyer-houston.jpg?resize=600,257",False,False
"A photograph shows actor James Earl Jones dressed as Darth Vader alongside 'Star Wars' stars Mark Hamill, Anthony Daniels, and Kenny Baker.",dataset/fauxtography/both/snopes211james-earl-jones-star-wars-london-segregation.jpg,https://www.snopes.com/fact-check/james-earl-jones-star-wars-london-segregation/,"https://www.snopes.com/tachyon/2017/08/hamil-and-vader.jpg?resize=600,665",False,False
A photograph shows President Donald Trump receiving a spray-on tan before a television appearance.,dataset/fauxtography/both/snopes212trump-spray-tan-television.jpg,https://www.snopes.com/fact-check/trump-spray-tan-television/,"https://www.snopes.com/tachyon/2017/08/trumpspraytan.jpg?resize=600,427",False,False
A photograph shows President Obama and George Soros laughing together.,dataset/fauxtography/both/snopes213photograph-obama-soros-laughing.jpg,https://www.snopes.com/fact-check/photograph-obama-soros-laughing/,"https://www.snopes.com/tachyon/2017/08/obama-and-soros.jpg?resize=600,607",False,False
A screenshot from an episode of The Simpsons shows Bart Simpson mocking the Islamic religion during a chalkboard gag.,dataset/fauxtography/both/snopes214did-bart-simpson-mock-islam-during-a-chalkboard-gag.jpg,https://www.snopes.com/fact-check/did-bart-simpson-mock-islam-during-a-chalkboard-gag/,"https://www.snopes.com/tachyon/2017/08/bart-simpson-fake-chalkboard-gag.jpg?resize=600,450",False,False
"A series of mugshots show all of the Antifa members who were arrested at a white nationalist rally in Charlottesville, Virginia.",dataset/fauxtography/both/snopes215antifa-mugshots-charlottesville.jpg,https://www.snopes.com/fact-check/antifa-mugshots-charlottesville/,"https://www.snopes.com/tachyon/2017/08/not-antifa-mugshots.jpg?resize=586,749",False,False
A photograph shows rays of lights in the shape of a cross during the August 2017 eclipse.,dataset/fauxtography/both/snopes216sunlight-cross-eclipse.jpg,https://www.snopes.com/fact-check/sunlight-cross-eclipse/,"https://www.snopes.com/tachyon/2017/08/fb-eclipse.jpg?resize=600,1067",False,False
Antifa activists announced in August 2017 that they would protest the Sturgis Motorcycle Rally in 2018.,dataset/fauxtography/both/snopes217antifa-protest-sturgis-2018.jpg,https://www.snopes.com/fact-check/antifa-protest-sturgis-2018/,"https://www.snopes.com/tachyon/2017/08/antifa-sturgis-rally.jpg?resize=600,420",False,False
A photograph shows a man on a beach near a mountain that resembles his outline.,dataset/fauxtography/both/snopes218man-really-look-like-mountain.jpg,https://www.snopes.com/fact-check/man-really-look-like-mountain/,"https://www.snopes.com/tachyon/2017/08/man-and-mountain.jpg?resize=600,450",True,True
A photograph captures a solar eclipse as seen from space.,dataset/fauxtography/both/snopes219solar-eclipse-from-space.jpg,https://www.snopes.com/fact-check/solar-eclipse-from-space/,"https://www.snopes.com/tachyon/2015/03/eclipseart.jpg?resize=1024,576",False,False
Images show a genuine antifa manual created and distributed by the anti-fascist group.,dataset/fauxtography/both/snopes220is-this-antifa-manual-real.jpg,https://www.snopes.com/fact-check/is-this-antifa-manual-real/,"https://www.snopes.com/tachyon/2017/08/the-antifa-manual.jpg?resize=600,800",False,False
A photograph shows a rainbow-colored mountain range in California.,dataset/fauxtography/both/snopes221rainbow-mountains-real.jpg,https://www.snopes.com/fact-check/rainbow-mountains-real/,"https://www.snopes.com/tachyon/2017/08/rainbow-mountains-1.jpg?resize=600,916",False,False
A photograph shows Steve Bannon with a bloody lip.,dataset/fauxtography/both/snopes222steve-bannon-bloody-lip.jpg,https://www.snopes.com/fact-check/steve-bannon-bloody-lip/,"https://www.snopes.com/tachyon/2017/08/steve-bannon.jpg?resize=600,455",False,False
A photograph shows Queen singer Freddie Mercury applying intricate face makeup.,dataset/fauxtography/both/snopes223freddie-mercury-putting-make.jpg,https://www.snopes.com/fact-check/freddie-mercury-putting-make/,https://www.snopes.com/tachyon/2017/08/freddie-mercury.jpg?w=600,False,False
"A photograph shows President Trump with ""Millennial Matt,"" an alt-right figure involved in the white nationalist march in Charlottesville.",dataset/fauxtography/both/snopes224trump-photographed-with-charlottesville-white-nationalist.jpg,https://www.snopes.com/fact-check/trump-photographed-with-charlottesville-white-nationalist/,https://www.snopes.com/tachyon/2017/08/millenial-matt-and-trump.jpg?w=286,False,False
A photograph shows a black police officer protecting participants in a white supremacist protest in Charlottesville.,dataset/fauxtography/both/snopes225racist-protesters-protected-black-policeman.jpg,https://www.snopes.com/fact-check/racist-protesters-protected-black-policeman/,"https://www.snopes.com/tachyon/2017/08/klanpolice.jpg?resize=715,959",True,True
Photograph shows a KKK member being treated by an all-black emergency room staff.,dataset/fauxtography/both/snopes226emergent-situation.jpg,https://www.snopes.com/fact-check/emergent-situation/,"https://www.snopes.com/tachyon/images/photos/medical/graphics/klaner.jpg?resize=600,350",False,False
Photographs show a boy whose nose has been impaled with a fork.,dataset/fauxtography/both/snopes227child-fork-nose.jpg,https://www.snopes.com/fact-check/child-fork-nose/,https://www.snopes.com/tachyon/images/photos/accident/graphics/forknose1.jpg,True,True
"President Trump plagiarized his ""fire and fury"" comment from Captain America comic book villain Red Skull.",dataset/fauxtography/both/snopes228fire-and-fury-comic-book-villain.jpg,https://www.snopes.com/fact-check/fire-and-fury-comic-book-villain/,"https://www.snopes.com/tachyon/2017/08/20727962_10155657532452650_5127414016212651588_n.jpg?resize=600,450",False,False
A photograph shows a blue whale swimming beneath a row boat.,dataset/fauxtography/both/snopes229blue-whale-under-rowboat.jpg,https://www.snopes.com/fact-check/blue-whale-under-rowboat/,https://www.snopes.com/tachyon/2017/08/blue-whale-photo.jpg?w=600,False,False
"A photograph shows Pope Francis kissing the hand of David Rockefeller, Henry Kissinger, or one of many other people targeted by conspiracy theorists as being part of a vast global conspiracy.",dataset/fauxtography/both/snopes230pope-francis-kisses-david-rockefellers-hand.jpg,https://www.snopes.com/fact-check/pope-francis-kisses-david-rockefellers-hand/,"https://www.snopes.com/tachyon/2017/08/pope.jpg?resize=600,597",False,False
"The temperature hit a record 62°C (143.6°F) in Kuwait in July 2017, causing several trees to burst into flames.",dataset/fauxtography/both/snopes23162-degree-celsius-kuwait-tree-fire.jpg,https://www.snopes.com/fact-check/62-degree-celsius-kuwait-tree-fire/,"https://www.snopes.com/tachyon/2017/08/kuwait_62_degrees_celsius_fb.jpg?resize=1200,630&quality=65",False,False
"A photograph shows UFO ""kill markings"" on the side of a German World War II anti-aircraft gun.",dataset/fauxtography/both/snopes232german-tank-shot-down-ufos.jpg,https://www.snopes.com/fact-check/german-tank-shot-down-ufos/,"https://www.snopes.com/tachyon/2016/08/wwii-gun.jpg?resize=500,623",False,False
A photograph shows a house cat cuddling with a lion.,dataset/fauxtography/both/snopes233lion-and-cat.jpg,https://www.snopes.com/fact-check/lion-and-cat/,"https://www.snopes.com/tachyon/2017/07/lion-and-cat.jpg?resize=600,396",False,False
A photograph shows a kayak near a pod of orca whales.,dataset/fauxtography/both/snopes234photograph-kayak-orcas.jpg,https://www.snopes.com/fact-check/photograph-kayak-orcas/,"https://www.snopes.com/tachyon/2017/07/orca-whales.jpg?resize=600,782",False,False
A photograph shows John Lennon and Che Guevara playing guitar together.,dataset/fauxtography/both/snopes235lennon-che-guitar.jpg,https://www.snopes.com/fact-check/lennon-che-guitar/,https://www.snopes.com/tachyon/2017/07/che-lennon.jpg?w=600,False,False
A photograph shows a kayaker paddling across a humpback whale's huge open mouth.,dataset/fauxtography/both/snopes236big-gulp.jpg,https://www.snopes.com/fact-check/big-gulp/,https://www.snopes.com/tachyon/2010/06/13567318_10153828706787972_2890715468196432610_n.jpg,False,False
A July 2017 Facebook post shows Tom Hanks wearing a t-shirt bearing a number of liberal slogans.,dataset/fauxtography/both/snopes237tom-hanks-t-shirt.jpg,https://www.snopes.com/fact-check/tom-hanks-t-shirt/,https://www.snopes.com/tachyon/2017/07/Tom_Hanks_Facebook.jpg?w=600,False,False
A photograph shows a middle school student with two broken arms next to a science fair project about jumping off tall buildings.,dataset/fauxtography/both/snopes238middle-school-break-arms-jumping-off-water-tower-science-project.jpg,https://www.snopes.com/fact-check/middle-school-break-arms-jumping-off-water-tower-science-project/,"https://www.snopes.com/tachyon/2017/07/how-high-is-too-high.jpg?resize=600,491",False,False
A photograph shows a large whale swimming through a canal in Venice.,dataset/fauxtography/both/snopes239whale-venice-canal-photograph.jpg,https://www.snopes.com/fact-check/whale-venice-canal-photograph/,"https://www.snopes.com/tachyon/2017/07/venice_whales_feature.jpg?resize=1200,630&quality=65",False,False
A photograph taken during World War II shows members of the League of German Girls during a uniform inspection.,dataset/fauxtography/both/snopes240league-of-german-girls-inspection-during-world-war-ii.jpg,https://www.snopes.com/fact-check/league-of-german-girls-inspection-during-world-war-ii/,"https://www.snopes.com/tachyon/2017/07/league-of-german-girls.jpg?resize=558,562",False,False
A photograph shows two men standing on a road in front of a tornado in Oklahoma in 1898.,dataset/fauxtography/both/snopes2411898-oklahoma-tornado.jpg,https://www.snopes.com/fact-check/1898-oklahoma-tornado/,"https://www.snopes.com/tachyon/2017/07/oklahoma-tornado-1898.jpg?resize=600,859",False,False
"A photograph shows Eric and Donald Trump Jr., sons of President Donald Trump.",dataset/fauxtography/both/snopes242trump-sons-photo.jpg,https://www.snopes.com/fact-check/trump-sons-photo/,"https://www.snopes.com/tachyon/2017/07/trumpsons.jpg?resize=1200,630&quality=65",False,False
"A photograph shows Russia's president, Vladimir Putin, surrounded by other world leaders.",dataset/fauxtography/both/snopes243putin-surrounded-g20.jpg,https://www.snopes.com/fact-check/putin-surrounded-g20/,https://www.snopes.com/tachyon/2017/07/Screenshot-2017-07-10-aputint-7.jpg?w=600,False,False
A photograph shows an electric car charging in 1905.,dataset/fauxtography/both/snopes244electric-car-1905.jpg,https://www.snopes.com/fact-check/electric-car-1905/,"https://www.snopes.com/tachyon/2017/07/electric_car_1905_fb.jpg?resize=1200,630&quality=65",True,True
Photograph shows lava that came gushing out of geysers at Yellowstone National Park following a string of nearby earthquakes.,dataset/fauxtography/both/snopes245yellowstone-lava-geyser.jpg,https://www.snopes.com/fact-check/yellowstone-lava-geyser/,"https://www.snopes.com/tachyon/2017/07/yellowstone.jpg?resize=800,449",False,False
A photograph shows the remarkably clear Flathead Lake in Montana.,dataset/fauxtography/both/snopes246flathead-lake.jpg,https://www.snopes.com/fact-check/flathead-lake/,"https://www.snopes.com/tachyon/2015/03/flathead.jpg?resize=1000,666",True,True
A photograph shows a palm-sized rabbit.,dataset/fauxtography/both/snopes247bunny-toy-photograph.jpg,https://www.snopes.com/fact-check/bunny-toy-photograph/,"https://www.snopes.com/tachyon/2017/07/cute-bunny.jpg?resize=600,370",False,False
A photograph shows boxer Muhammad Ali with musician Michael Jackson.,dataset/fauxtography/both/snopes248muhammad-ali-michael-jackson.jpg,https://www.snopes.com/fact-check/muhammad-ali-michael-jackson/,https://www.snopes.com/tachyon/2017/07/muhammad-ali-and-not-michael-jackson.jpg?w=600,False,False
A photograph shows Norwegian police officers in their skintight Summer uniforms.,dataset/fauxtography/both/snopes249norwegian-police-officers.jpg,https://www.snopes.com/fact-check/norwegian-police-officers/,"https://www.snopes.com/tachyon/2017/07/police-norway-fake.jpg?resize=600,568",False,False
Photograph shows a new Boeing 797 blended-wing airliner.,dataset/fauxtography/both/snopes250boeing-797.jpg,https://www.snopes.com/fact-check/boeing-797/,"https://www.snopes.com/tachyon/2012/03/boeing797-example.jpg?resize=600,399",False,False
"Germany's Black Forest caused 15,000 missing person cases last year.",dataset/fauxtography/both/snopes251did-germanys-black-forest-cause-15000-missing-person-cases-last-year.jpg,https://www.snopes.com/fact-check/did-germanys-black-forest-cause-15000-missing-person-cases-last-year/,"https://www.snopes.com/tachyon/2017/06/black-forest.jpg?resize=600,554",False,False
A photograph shows seal hugging a beluga whale.,dataset/fauxtography/both/snopes252whale-hugs-seal.jpg,https://www.snopes.com/fact-check/whale-hugs-seal/,https://www.snopes.com/tachyon/2017/06/beluga-whale-and-seal.jpg?w=600,False,False
"A half-human, half-lamb was born in South Africa.",dataset/fauxtography/both/snopes253half-human-half-lamb-born-south-africa.jpg,https://www.snopes.com/fact-check/half-human-half-lamb-born-south-africa/,"https://www.snopes.com/tachyon/2017/06/human-lamb-1.jpg?resize=600,338",False,False
A sign posted in the London Underground informed passengers that they all smelled and should wear deodorant.,dataset/fauxtography/both/snopes254london-underground-sign.jpg,https://www.snopes.com/fact-check/london-underground-sign/,"https://www.snopes.com/tachyon/2017/06/london-tube.jpg?resize=600,903",False,False
"A photograph from 1898 shows Julia Richardson, a tennis player who won six doubles championships.",dataset/fauxtography/both/snopes2551898-julia-richardson.jpg,https://www.snopes.com/fact-check/1898-julia-richardson/,"https://www.snopes.com/tachyon/2017/06/julie-richardson.jpg?resize=600,837",False,False
A photograph shows a group of children in South Africa giving a meerkat a bath.,dataset/fauxtography/both/snopes256meerkat-bath-photograph.jpg,https://www.snopes.com/fact-check/meerkat-bath-photograph/,"https://www.snopes.com/tachyon/2017/06/meerkat-bath.jpg?resize=600,559",False,False
A Vox infographic calculated Republican lawmaker deaths against lives potentially saved by their effects on healthcare policy.,dataset/fauxtography/both/snopes257vox-infographic.jpg,https://www.snopes.com/fact-check/vox-infographic/,"https://www.snopes.com/tachyon/2017/06/Big_Hog_Calhoun_on_Twitter___We_dissect_the_numbers_from_our_Medicare_actuary_team__https___t_co_ZReqEwnXPG_.jpg?resize=500,673",False,False
A photographer used sixteen cameras and waited 62 days to capture an image of the full moon above a sunset.,dataset/fauxtography/both/snopes258sun-full-moon.jpg,https://www.snopes.com/fact-check/sun-full-moon/,"https://www.snopes.com/tachyon/2017/06/16-cameras.jpg?resize=600,999",False,False
"Photograph shows a young Nancy Pelosi as ""Miss Lube Rack"" of 1959.",dataset/fauxtography/both/snopes259nancy-pelosi-miss-lube-rack-1959.jpg,https://www.snopes.com/fact-check/nancy-pelosi-miss-lube-rack-1959/,"https://www.snopes.com/tachyon/2015/04/nancy-pelosi-miss-lube-rack-.jpg?resize=700,700",False,False
An image shows President Trump's motorcade riding in a penis formation.,dataset/fauxtography/both/snopes260trump-odd-shaped-motorcade.jpg,https://www.snopes.com/fact-check/trump-odd-shaped-motorcade/,"https://www.snopes.com/tachyon/2017/06/penis-formation.jpg?resize=600,668",False,False
"The Trump administration sent a letter to recipients of the President's Education Award, misspelling the word ""success.""",dataset/fauxtography/both/snopes261trump-letters-succuess.jpg,https://www.snopes.com/fact-check/trump-letters-succuess/,https://www.snopes.com/tachyon/2017/06/That_time_your_8th_grade_daughter_earned_the____-_Kendra_Galordi_Frautnick.jpg?w=600,False,False
A California family was ticketed after holding a Viking funeral at a local lake.,dataset/fauxtography/both/snopes262viking-funeral-california.jpg,https://www.snopes.com/fact-check/viking-funeral-california/,"https://www.snopes.com/tachyon/2017/06/Viking-Burial-Scotts-Flat-1024x614.jpg?resize=768,461",False,False
