claim,image_id,label
Whoopi Goldberg Voted “Most Hated Person in Hollywood” By Her Own Peers,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/180.jpg,False
Whoopi Goldberg BEGS FOR MERCY As Tom Selleck DESTROYS Her.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/181.jpg,False
Adult Only Days Coming to Disney World This Fall!,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/182.jpg,False
Sky News plays a clip of a bombed Ukraine building in the background.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/183.jpg,False
An 80-year-old grandmother and her crochet finished product,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/184.jpg,False
Vivek Ramaswamy just said climate change is a hoax. But check out what he said 5 months ago.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/185.jpg,False
no way elon added this new animation #TwitterX,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/186.jpg,False
First lady Jill Biden tests positive for COVID-19 for second time,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/187.jpg,False
"Congress has confirmed that they have non-biologically human in custody (ALIEN), in a nutshell the aliens and UFOs are real",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/188.jpg,False
Bill Gates Arrested by US Federal Marshals; Being Held Under Armed Watch at Guantanamo Bay; Charged With War Crimes Against Humanity. Washington Post.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/189.jpg,False
Celine Dion's Family Reveals How She Is Dying.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/190.jpg,False
Well done Riley,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/191.jpg,False
ESPN Cancels Rapinoe’s Post-Retirement Broadcasting Career: “She’s Too Toxic”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/192.jpg,False
give this girl the cy young for hitting mike pence in the melon with a water balloon,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/193.jpg,False
Fox News literally blamed tropical storm Hilary on Joe Biden.“They let it right into the country because it’s Joe Biden’s America.”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/194.jpg,False
A Chinese Zoo has attempted to convince visitors that this is a real bear. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/195.jpg,False
I’ve never seen a snake this big do this before.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/196.jpg,False
Antonina A.K💙💛NAFO @antoninaodessa· Follow“ Life is what happens when you're busy making other plans.” – John Lennon. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/197.jpg,False
"“I don't want a nation of thinkers, I want a nation of workers.” — John D. Rockefeller",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/198.jpg,False
Blake Shelton Cancels $30 Million Project With CMT: “Jason Is My Friend”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/199.jpg,False
No waaaaaay the simpsons predicted Threads ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/200.jpg,False
Scott Hall is first known Trump co-defendant to turn himself in to the Fulton County jail to face criminal charges in election interference case,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/201.jpg,True
"Tropical Storm Eta makes landfall early Sunday on the south-central coast of Cuba, where it is forecast to bring a dangerous storm surge and life-threatening flash flooding ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/202.jpg,True
Gunman who killed 23 people at a Texas Walmart in attack targeting Mexicans and immigrants sentenced to 90 life terms by federal judge,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/203.jpg,True
"President Biden's son, Hunter Biden, indicted by special counsel in connection with a gun he purchased in 2018",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/204.jpg,True
CNN PROJECTION: Democrat Mark Kelly defeats incumbent Republican Sen. Martha McSally in Arizona ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/205.jpg,True
"Jared Kushner, Trump's son-in-law and senior adviser, has approached the President about conceding the election, sources tell CNN",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/206.jpg,True
CNN PROJECTION: Republican Tommy Tuberville defeats incumbent Democratic Sen. Doug Jones in Alabama ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/207.jpg,True
Hunter Biden's court hearing has ended after the federal judge says she is not ready to accept the plea deal he made with the Justice Department,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/208.jpg,True
"President Trump tweets that Congress should pass a ""big and focused"" Covid-19 relief bill. Negotiations remain stalled.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/209.jpg,True
Former Trump White House chief of staff Mark Meadows and five other defendants plead not guilty in Georgia election interference case,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/210.jpg,True
"Special counsel Jack Smith has brought additional charges against former President Donald Trump in the Mar-a-Lago classified documents case, including obstruction. Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/211.jpg,True
"The US will send controversial cluster munitions to Ukraine as part of a new military aid package, National Security Adviser Jake Sullivan confirms",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/212.jpg,True
CNN PROJECTION: Donald Trump wins Florida ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/213.jpg,True
Jailed Russian opposition leader Alexey Navalny sentenced to 19 more years in prison after being found guilty on extremism charges,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/214.jpg,True
"CNN PROJECTION: Democratic Rep. Alexandria Ocasio-Cortez, a member of the Squad, wins reelection in New York ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/215.jpg,True
Former President Donald Trump surrenders at the Fulton County jail on 13 charges related to his efforts to overturn his 2020 election loss in Georgia,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/216.jpg,True
"Former US National Security Agency contractor Edward Snowden says he and his wife are applying for dual citizenship in Russia, where he has lived in exile since 2013",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/217.jpg,True
"Ukrainian President Zelensky dismisses Defense Minister Reznikov, saying ""new approaches"" are needed as the war with Russia enters its 19th month.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/218.jpg,True
Plans are being made for Joe Biden to deliver a prime-time address tonight. Follow live updates on presidential results: ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/219.jpg,True
Federal judge again declares Obama-era DACA program unlawful in blow to Biden administration but allows it to continue for current enrollees,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/220.jpg,True
"The special grand jury in Fulton County recommended charges against Republican Sen. Lindsey Graham of South Carolina and former GOP Sens. David Perdue of Georgia and Kelly Loeffler, the newly released special grand jury report shows. Follow live updates:",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/221.jpg,True
"President-elect Joe Biden has chosen his longtime aide Ron Klain to be his incoming chief of staff, officials say",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/222.jpg,True
CNN PROJECTION: Donald Trump wins Texas ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/223.jpg,True
"The number of people attending today's White House election night party has been reduced to 250, a source tells CNN ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/224.jpg,True
"Israel passes law stripping Supreme Court of power to block government decisions, defying months of protests and White House criticism",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/225.jpg,True
England beats co-host Australia 3-1 to earn a place in the final against Spain and the chance to win its first ever Women's World Cup,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/226.jpg,True
CNN PROJECTION: Donald Trump wins Alabama and South Carolina ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/227.jpg,True
"Jamaica heads to the knockout stage of the Women's World Cup for the first time, sending Brazil crashing out of the tournament. Follow live updates:",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/228.jpg,True
"CNN PROJECTION: Democratic Rep. Ilhan Omar, a member of the Squad, wins reelection in Minnesota ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/229.jpg,True
"Death toll rises to 820 after earthquake strikes Morocco, with 672 people injured, according to Moroccoâs state television. Follow live updates",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/230.jpg,True
White House pandemic adviser Dr. Scott Atlas appears on Russian state media and dismisses predictions about Covid-19 deaths in US ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/231.jpg,True
"Appeals court allows Biden administration to keep controversial asylum policy in place for now, while the appeals process plays out",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/232.jpg,True
CDC advisers recommend updated Covid-19 vaccines for all Americans 6 months of age and older,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/233.jpg,True
CNN PROJECTION: Donald Trump wins Mississippi ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/234.jpg,True
Spain reaches first ever Women's World Cup final after beating Sweden 2-1 thanks to 90th-minute winner,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/235.jpg,True
"The Long Island killings suspect will be charged with six murder counts connected with the deaths of three women, district attorney says. Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/236.jpg,True
CNN PROJECTION: Democrat John Hickenlooper defeats incumbent Republican Sen. Cory Gardner in Colorado ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/237.jpg,True
Donald Trump has been indicted in a 2020 election interference investigation in Georgia. Follow live updates.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/238.jpg,True
An inmate has been killed in an ongoing mass stabbing incident at the Fulton County Jail in Atlanta,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/239.jpg,True
"North Korea fires ballistic missile, South Korea says, as Kim Jong Un and Vladimir Putin set to meet in Russiaâs Far East. 

Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/240.jpg,True
Air passengers across Europe face potential delays as the UK tries to resolve problems with its air traffic control system,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/241.jpg,True
CNN PROJECTION: Joe Biden wins Virginia ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/242.jpg,True
CNN PROJECTION: Republican Sen. Joni Ernst wins reelection in Iowa ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/243.jpg,True
Russia's first moon mission in decades fails as spacecraft collides with surface,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/244.jpg,True
"Vice President-elect Kamala Harris invoked the late Rep. John Lewis in a speech to the nation, saying ""democracy was on the ballot in this election."" President-elect Joe Biden is speaking now. ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/245.jpg,True
"At least four people are dead -- including a possible suspect slain by police -- following shootings Tuesday in the Nevada city of Henderson, authorities say",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/246.jpg,True
Live: President-elect Joe Biden and Vice President-elect Kamala Harris address Americans for the first time since being declared winners ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/247.jpg,True
"A 5-year-old girl is hospitalized after being shot in what police called a rolling gun battle in Independence, Missouri",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/248.jpg,True
"Florida Gov. Ron DeSantis was not injured following a car accident in Tennessee, his campaign tells CNN",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/249.jpg,True
CNN PROJECTION: Joe Biden wins Rhode Island ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/250.jpg,True
Biden is on the cusp of winning the US presidency after passing Trump in the battleground state of Pennsylvania. Follow live updates: ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/251.jpg,True
"Miami Mayor Francis Suarez, the only major Hispanic presidential candidate for 2024, drops out of the Republican primary",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/252.jpg,True
Denmark's Jonas Vingegaard crosses the finish line in Paris to win his second straight Tour de France title,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/253.jpg,True
"A car has crashed into an elementary school in Wimbledon, southwest London, according to the cityâs Metropolitan Police force, who have described it as a âserious collisionâ ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/254.jpg,True
CNN PROJECTION: Donald Trump wins Tennessee ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/255.jpg,True
Officials in India's central Madhya Pradesh state are working to rescue a five-year-old boy who fell into a 200-foot well,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/256.jpg,True
Five Memphis police officers involved in the deadly beating of Tyre Nichols have been indicted by a federal grand jury,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/257.jpg,True
"At least three people were killed and eight others wounded in a shooting that erupted just before midnight in Fort Worth, police say",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/258.jpg,True
Team USA has crashed out of the FIBA Basketball World Cup with a shock 113-111 loss in the semifinals against Germany,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/259.jpg,True
American Brian Harman wins his first career major title with a dominant performance at the Open Championship,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/260.jpg,True
"An election official in Nebraska is warning people to disregard an anonymous robocall telling people to ""stay safe and stay home"" ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/261.jpg,True
"Biden selects Admiral Lisa Franchetti as the Navy's top officer. If confirmed, she'd be the first woman in the Navy's history to hold the job.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/262.jpg,True
"Fulton County district attorney asks judge to set a trial date of March 4, 2024, for former President Donald Trump and his 18 co-defendants",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/263.jpg,True
Trump aide Walt Nauta pleads not guilty to charges in connection with helping the former president conceal classified documents at Mar-a-Lago,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/264.jpg,True
"Early voting in Arizona has exceeded the state's total vote in 2016. It's the fourth state â after Texas, Hawaii and Nevada â to pass the number of votes from four years ago. ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/265.jpg,True
"The Supreme Court rules in favor of Black Lives Matter organizer DeRay McKesson, wiping away a lower court opinion related to protests",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/266.jpg,True
"Mexico's Supreme Court decriminalizes abortion, finding that the current ban on the procedure is unconstitutional",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/267.jpg,True
"The French ambassador and other diplomats are ""being held hostage"" at the embassy in Niger, President Emmanuel Macron says",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/268.jpg,True
"Three men are acquitted on allegations involving a 2020 plot to kidnap Michigan Gov. Gretchen Whitmer, a case that saw nine others convicted",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/269.jpg,True
"'Jeopardy!' host Alex Trebek, who has been part of the TV game show landscape for decades, dies at 80 ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/270.jpg,True
CNN PROJECTION: Republican Roger Marshall wins Kansas Senate seat ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/271.jpg,True
"Dow notches its 13th consecutive day of gains, marking the longest winning streak for the blue-chip index since 1987",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/272.jpg,True
"Judge sets March 4 trial date in Trump's federal election subversion case, one day before the Super Tuesday primaries in the 2024 presidential race. Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/273.jpg,True
More than half of all counties in Arizona have conducted post-election audits and found either no discrepancies or microscopic issues that don't affect the outcome ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/274.jpg,True
"CNN PROJECTION: Joe Biden wins Delaware, DC, Maryland and Massachusetts.

Donald Trump wins Oklahoma ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/275.jpg,True
Two US Navy sailors have been arrested on charges of sharing sensitive national defense information with China,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/276.jpg,True
CNN PROJECTION: Donald Trump wins Kentucky ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/277.jpg,True
"US Secretary of State Antony Blinken spoke by phone on Wednesday with wrongfully detained American Paul Whelan, who is being held in a remote prison camp in Russia, a source familiar told CNN.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/278.jpg,True
CNN PROJECTION: Donald Trump wins Iowa ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/279.jpg,True
Idalia has intensified into a dangerous Category 4 hurricane with fierce winds of 130 mph ahead of Florida landfall. Follow live updates.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/280.jpg,True
"CNN PROJECTION: Joe Biden wins California, Oregon and Washington.

Donald Trump wins Wyoming ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/281.jpg,True
Grand jury has returned 10 indictments in probe into Trump's efforts to overturn the 2020 election results in Georgia. Follow live updates.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/282.jpg,True
Gospel music star Bishop Rance Allen has died. He was 71.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/283.jpg,True
Jury sentences Pittsburgh synagogue shooter to death. The gunman was convicted of killing 11 in the deadliest ever attack on Jewish people in the US.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/284.jpg,True
"Steve Harwell, former lead singer of the rock group Smash Mouth, has died at age 56 ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/285.jpg,True
"President Biden will keep US Space Command headquarters in Colorado, US official says, reversing a decision by then-President Trump",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/286.jpg,True
"Asked about President Trump's refusal to concede the election, President-elect Joe Biden says, ""I just think it's an embarrassment."" Follow live updates: ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/287.jpg,True
"Reclusive literary giant Milan Kundera, author of ""The Unbearable Lightness of Being,"" dies in Paris",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/288.jpg,True
"New Hampshire Republican Gov. Chris Sununu says he won't seek reelection, leaving open a gubernatorial seat in a key 2024 state",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/289.jpg,True
The Justice Department has opened a civil rights investigation into the city of Memphis and its police department,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/290.jpg,True
"Jimmy Buffett, the legendary ""Margaritaville"" singer-songwriter, has died at age 76 ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/291.jpg,True
"US stocks surge at the opening bell, with the Dow up 1,600 points after Pfizer reported Covid vaccine news and Biden was declared the winner",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/292.jpg,True
"The medical examiner could not determine the cause of death for actor Julian Sands, whose body was found months after he went missing in California",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/293.jpg,True
CNN PROJECTION: Donald Trump wins Ohio ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/294.jpg,True
Trump will deliver an update on Operation Warp Speed today at 4 p.m. ET. He last spoke publicly on Nov. 5. Follow live updates: ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/295.jpg,True
The Supreme Court has blocked a $6 billion Purdue Pharma bankruptcy settlement that would protect the Sackler family from opioid-related civil claims,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/296.jpg,True
Rudy Giuliani pleads not guilty to election interference charges in Georgia and waives his right to appear in court next week ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/297.jpg,True
"Trump and most co-defendants will not be tried in October with two other defendants in the Georgia election subversion case, Fulton County judge says",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/298.jpg,True
"John Eastman, a former attorney for Donald Trump, surrenders in the Georgia 2020 election subversion case. Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/299.jpg,True
CNN PROJECTION: Joe Biden wins Colorado ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/300.jpg,True
Half of all registered voters in Wisconsin have cast early ballots ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/301.jpg,True
Illinois state Supreme Court allows a ban on assault-style weapons to remain in place following months of legal challenges,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/302.jpg,True
The powerful earthquake that hit the Aegean Sea on Friday has killed at least 55 people in Turkey and two people on the Greek island of Samos. The search for survivors is still underway.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/303.jpg,True
"CNN PROJECTION: Joe Biden wins Illinois

Donald Trump wins Missouri ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/304.jpg,True
"Hurricane Idalia makes landfall in Florida's Big Bend region, striking with monster winds and a life-threatening storm surge. Follow for live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/305.jpg,True
CNN PROJECTION: Donald Trump wins Idaho ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/306.jpg,True
"Wagner chief Yevgeny Prigozhin is listed among the passengers on board a plane that crashed in Russia, state media says. Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/307.jpg,True
"Dr. Anthony Fauci says that vaccines will ensure we won't have a pandemic for much longer, but he doubts the coronavirus will be eradicated ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/308.jpg,True
The White House says President Joe Biden and first lady Dr. Jill Biden will travel to Hawaii on Monday as recovery efforts continue after devastating Maui wildfires,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/309.jpg,True
"Rudy Giuliani surrenders at Fulton County jail after agreeing to a $150,000 bond with prosecutors in Georgia election subversion case ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/310.jpg,True
"CNN PROJECTION: Donald Trump wins Kansas, Utah, Louisiana and at least 3 of 5 electoral votes in Nebraska.

Joe Biden wins New Hampshire ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/311.jpg,True
Dr. Fauci says the news that Pfizer's vaccine is more than 90% effective bodes well for others in development. Follow live updates on the coronavirus: ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/312.jpg,True
"Death toll surpasses 2,000 as Morocco reels from a devastating earthquake, officials say. 

Follow live updates.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/313.jpg,True
HUD Secretary Ben Carson tests positive for coronavirus. He attended last week's White House party where nearly every attendee was not wearing a mask.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/314.jpg,True
"White House political affairs director Brian Jack has tested positive for coronavirus, an official says",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/315.jpg,True
"There are no plans for President Trump to invite president-elect Joe Biden to the White House in the coming days, according to a source familiar with the matter ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/316.jpg,True
Stocks open higher as Americans await an outcome in the US presidential election. Follow live updates:,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/317.jpg,True
"The Texas Supreme Court has allowed a new law that prohibits most gender-affirming care procedures for minors in the state to take effect Friday, refusing to reinstate a district court judgeâs stay on the law",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/318.jpg,True
"Denmark's government backtracks on a plan to kill all mink in the country over a coronavirus mutation, conceding it has no legal authority to give the order. Follow live updates on the pandemic: ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/319.jpg,True
"At least 53 people have died from the devastating wildfires scorching Maui, according to county officials",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/320.jpg,True
CNN PROJECTION: Democratic Sen. Gary Peters wins reelection in Michigan ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/321.jpg,True
"Boston Celtics legend and basketball Hall of Famer Tommy Heinsohn died, the team confirmed. He was 86.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/322.jpg,True
"Michigan's secretary of state spoke with federal prosecutors ""for several hours"" in criminal probe into efforts to overturn 2020 election, source says",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/323.jpg,True
FEMA estimates the cost to rebuild from the Lahaina fire will be around $5.52 billion. All three Maui wildfires are still active. Follow live updates.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/324.jpg,True
Sen. Mitch McConnell's office says he plans to serve the rest of this Congress as minority leader after questions were raised about his health this week,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/325.jpg,True
The mother of a 6-year-old boy who shot his first-grade teacher in Virginia has pleaded guilty to a charge of felony child neglect.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/326.jpg,True
CNN PROJECTION: Donald Trump wins Montana ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/327.jpg,True
New Zealand appointed its first Indigenous female foreign minister Monday to represent what's shaping up to be one of the most diverse parliaments in the world,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/328.jpg,True
CDC director signs off on new Covid-19 vaccines. The updated shots from Pfizer/BioNTech and Moderna will be available this week.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/329.jpg,True
"More than 150,000 Covid-19 cases were reported in a single day in the United States for the first time on Thursday",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/330.jpg,True
"Former President Donald Trump tells a judge he may try to move his Georgia case to federal court, which could allow him to invoke immunity protections for federal officials",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/331.jpg,True
Emma Coronel Aispuro has been released from prison after serving nearly two years on charges related to her husband's narcotics empire,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/332.jpg,True
"The Supreme Court clears the way for the construction of the Mountain Valley Pipeline, a controversial natural gas pipeline, in a victory for Sen. Joe Manchin and President Biden",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/333.jpg,True
"CNN PROJECTION: Rep. Ayanna Pressley wins reelection in Massachusetts, meaning all four members of the Squad have won their House races ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/334.jpg,True
South Carolina's Supreme Court upholds the state's six-week abortion ban,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/335.jpg,True
"Alaska Republican Rep. Don Young, oldest member of Congress, announced he has tested positive for Covid-19",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/336.jpg,True
Carlos Alcaraz stuns Novak Djokovic to win his first Wimbledon title,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/337.jpg,True
"BREAKING: JOE BIDEN WINS

Joe Biden will be the 46th president of the United States, CNN projects, after a victory in Pennsylvania puts the Scranton-born Democrat over 270 ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/338.jpg,True
